Type,Project,ModelBalance,tn,fp,fn,tp,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_roc_score
within,hector,MLP,78.0,10.0,16.0,17.0,0.6666666666666667,0.5333333333333333,0.7858974358974359,0.22243589743589745,0.5538095238095238,0.4535904892717994,0.8346064814814815
within,hector,MLPADASYN,61.0,27.0,6.0,27.0,0.5411904761904762,0.825,0.7282051282051282,0.44551282051282043,0.6377200577200577,0.4858737824041735,0.8091435185185185
within,logback,naiveBayesBorderlineSMOTE,46.0,594.0,0.0,15.0,0.02453370948653113,1.0,0.09312354312354314,0.9297202797202798,0.047777075340976374,0.04034307744076661,0.72890625
within,logback,naiveBayesSMOTE,44.0,596.0,0.0,15.0,0.024476238222163313,1.0,0.09004662004662005,0.9327972027972029,0.04766593335709197,0.039608964537078954,0.746875
within,logback,naiveBayesrandomover,48.0,592.0,0.0,15.0,0.024614795331762928,1.0,0.09617715617715619,0.9266666666666667,0.04793068517200556,0.04132343391256989,0.75078125
within,logback,naiveBayes,640.0,0.0,15.0,0.0,0.0,0.0,0.9771561771561771,0.0,0.0,0.0,0.7515625
within,logback,naiveBayesADASYN,46.0,594.0,0.0,15.0,0.024531901935449137,1.0,0.09312354312354312,0.9297202797202797,0.04777363380924294,0.040416600188978295,0.746875
within,logback,decisionTreeBorderlineSMOTE,632.0,8.0,14.0,1.0,0.05,0.05,0.9664568764568765,0.013729603729603728,0.05,0.03650738783926041,0.607421875
within,logback,decisionTreeSMOTE,630.0,10.0,11.0,4.0,0.275,0.25,0.9679720279720281,0.021351981351981353,0.2333333333333333,0.233301352971017,0.65546875
within,logback,decisionTreerandomover,629.0,11.0,10.0,5.0,0.3,0.3,0.9679720279720281,0.024382284382284382,0.3,0.2848079171708064,0.64140625
within,logback,decisionTree,628.0,12.0,12.0,3.0,0.2,0.2,0.9633100233100234,0.022983682983682984,0.1833333333333333,0.17850277928399727,0.679296875
within,logback,decisionTreeADASYN,625.0,15.0,14.0,1.0,0.05,0.1,0.9557342657342659,0.0244988344988345,0.06666666666666667,0.052637875548771064,0.62734375
within,logback,randomForestBorderlineSMOTE,638.0,2.0,14.0,1.0,0.1,0.1,0.9756410256410257,0.004592074592074592,0.1,0.09624485495173243,0.7875
within,logback,randomForestSMOTE,637.0,3.0,12.0,3.0,0.25,0.2,0.9771561771561771,0.009137529137529138,0.21666666666666665,0.21484699649629477,0.753125
within,logback,randomForestnearmissunder1,164.0,476.0,3.0,12.0,0.024471442510994985,0.85,0.2684149184149184,0.7453379953379954,0.04736657696369802,0.034592135293811235,0.6796875
within,logback,randomForestrandomunder,353.0,287.0,7.0,8.0,0.025950499382350167,0.5,0.5512820512820513,0.45020979020979013,0.049032776290106925,0.019347984924586618,0.5640625
within,logback,randomForestrandomover,635.0,5.0,11.0,4.0,0.35,0.25,0.9755710955710957,0.013752913752913754,0.2833333333333333,0.2834146060731878,0.7078125
within,logback,randomForest,638.0,2.0,14.0,1.0,0.1,0.1,0.9756410256410257,0.004592074592074592,0.1,0.09624485495173243,0.77578125
within,logback,randomForestnearmissunder2,195.0,445.0,2.0,13.0,0.02889907034021868,0.85,0.3174125874125874,0.6993240093240093,0.055646513174790614,0.054716865578721276,0.5609375
within,logback,randomForestADASYN,637.0,3.0,13.0,2.0,0.2,0.15,0.9756177156177156,0.007645687645687646,0.16666666666666666,0.16484699649629478,0.7578125
within,logback,randomForestnearmissunder3,221.0,419.0,3.0,12.0,0.028561537202733217,0.75,0.3556876456876457,0.657972027972028,0.05485236952729213,0.03472087387019182,0.51328125
within,logback,SVMBorderlineSMOTE,487.0,153.0,11.0,4.0,0.022346491228070177,0.35,0.7495337995337995,0.2398834498834499,0.04195701357466063,0.021264910435870973,0.7015625
within,logback,SVMSMOTE,437.0,203.0,5.0,10.0,0.04897125334196272,0.7,0.6824242424242425,0.3252214452214452,0.09082164112748821,0.11796057353583318,0.72734375
within,logback,SVMrandomover,448.0,192.0,6.0,9.0,0.0462089458529087,0.65,0.6976456876456878,0.30696969696969695,0.08546256946714612,0.10597631234094465,0.75859375
within,logback,SVM,640.0,0.0,15.0,0.0,0.0,0.0,0.9771561771561771,0.0,0.0,0.0,0.7671875
within,logback,SVMADASYN,440.0,200.0,6.0,9.0,0.045727595417997896,0.65,0.6854079254079254,0.31920745920745924,0.0845631469979296,0.1026304289790938,0.72734375
within,logback,adaboostBorderlineSMOTE,622.0,18.0,12.0,3.0,0.16999999999999998,0.2,0.954125874125874,0.03216783216783217,0.15,0.14684553426460706,0.640625
within,logback,adaboostSMOTE,625.0,15.0,11.0,4.0,0.275,0.25,0.9602097902097902,0.029114219114219114,0.22333333333333333,0.2257629053009648,0.65
within,logback,adaboostrandomover,592.0,48.0,10.0,5.0,0.11523809523809522,0.3,0.9113053613053614,0.08104895104895105,0.15579365079365082,0.1439540527849003,0.609375
within,logback,adaboost,638.0,2.0,15.0,0.0,0.0,0.0,0.9741025641025642,0.003053613053613054,0.0,-0.003755145048267573,0.4703125
within,logback,adaboostADASYN,626.0,14.0,11.0,4.0,0.2833333333333333,0.25,0.9617482517482518,0.027575757575757576,0.2333333333333333,0.23344627426645706,0.646484375
within,logback,MLPBorderlineSMOTE,510.0,130.0,12.0,3.0,0.020896464646464646,0.25,0.783006993006993,0.2033333333333333,0.038304093567251465,0.007799504693211945,0.6421875
within,logback,MLPSMOTE,462.0,178.0,8.0,7.0,0.03825649481760668,0.55,0.7160606060606061,0.28249417249417247,0.07111238434767846,0.07643293330103132,0.63359375
within,logback,MLPrandomover,473.0,167.0,6.0,9.0,0.05204131652661065,0.65,0.7357575757575757,0.2688578088578089,0.09544360008756295,0.12280621254345472,0.728125
within,logback,MLP,640.0,0.0,15.0,0.0,0.0,0.0,0.9771561771561771,0.0,0.0,0.0,0.59453125
within,logback,MLPADASYN,473.0,167.0,9.0,6.0,0.03661855973926912,0.45,0.7313053613053613,0.26417249417249417,0.06659737321502028,0.05712066266620959,0.6453125
within,hbase,naiveBayesBorderlineSMOTE,93.0,154.0,4.0,117.0,0.44391630308412633,0.9666666666666666,0.5700450450450452,0.737012012012012,0.603389685827846,0.3703109961851721,0.7973034188034188
within,hbase,naiveBayesSMOTE,111.0,136.0,10.0,111.0,0.461010101010101,0.9166666666666667,0.6027027027027028,0.6717717717717717,0.608112558700794,0.37440578166444743,0.7836399572649573
within,hbase,naiveBayesrandomover,140.0,107.0,18.0,103.0,0.5090193103997451,0.85,0.6594594594594595,0.5717717717717717,0.6268564546211606,0.40994610829278083,0.7863151709401708
within,hbase,naiveBayes,247.0,0.0,121.0,0.0,0.0,0.0,0.6711711711711712,0.0,0.0,0.0,0.7789882478632478
within,hbase,naiveBayesADASYN,195.0,52.0,59.0,62.0,0.6316241179399075,0.5134615384615385,0.6984234234234236,0.3090840840840841,0.48104247160109814,0.347411451060623,0.7838012820512821
within,hbase,decisionTreeBorderlineSMOTE,214.0,33.0,16.0,105.0,0.7717770464829288,0.8673076923076923,0.8665165165165165,0.3750750750750751,0.8116902977082887,0.7184508177980031,0.8729038461538462
within,hbase,decisionTreeSMOTE,224.0,23.0,25.0,96.0,0.81874666999667,0.7942307692307692,0.8694444444444445,0.3234984984984985,0.801649365127626,0.7096695985583299,0.8524417735042735
within,hbase,decisionTreerandomover,225.0,22.0,28.0,93.0,0.8323106060606061,0.7698717948717949,0.8638888888888889,0.31268768768768773,0.7908251169120735,0.7002706540777137,0.846255341880342
within,hbase,decisionTree,222.0,25.0,18.0,103.0,0.8132517482517482,0.8512820512820513,0.8827327327327328,0.348048048048048,0.8285219981306937,0.7435681252428477,0.8813985042735043
within,hbase,decisionTreeADASYN,233.0,14.0,20.0,101.0,0.8800111000111001,0.8346153846153846,0.9073573573573575,0.31246246246246245,0.8522005965049443,0.7899087666882151,0.8965299145299145
within,hbase,randomForestBorderlineSMOTE,231.0,16.0,15.0,106.0,0.8869234931734932,0.8762820512820513,0.9154654654654655,0.33153153153153153,0.8724155409807584,0.8191571103814843,0.9732884615384616
within,hbase,randomForestSMOTE,233.0,14.0,16.0,105.0,0.8927156177156178,0.8679487179487179,0.9180930930930933,0.32334834834834836,0.8753204508856683,0.819317128596062,0.972525641025641
within,hbase,randomForestnearmissunder1,156.0,91.0,13.0,108.0,0.54964377419368,0.8923076923076925,0.7168168168168167,0.5411411411411412,0.6781385843176722,0.4958708163024695,0.8689829059829058
within,hbase,randomForestrandomunder,217.0,30.0,15.0,106.0,0.7955212434624198,0.8762820512820513,0.8772522522522523,0.3695945945945946,0.8272187193116727,0.7429523188131915,0.9563002136752138
within,hbase,randomForestrandomover,232.0,15.0,17.0,104.0,0.8946044151926504,0.8596153846153844,0.9125375375375377,0.3234984984984985,0.8686363246947956,0.8117550777720066,0.9656891025641027
within,hbase,randomForest,234.0,13.0,22.0,99.0,0.9010042735042735,0.8179487179487179,0.9045045045045045,0.3045045045045045,0.8498181818181818,0.7893997761271746,0.9654829059829059
within,hbase,randomForestnearmissunder2,173.0,74.0,7.0,114.0,0.6150849897548646,0.9429487179487179,0.7797297297297299,0.5111111111111112,0.7412704592404259,0.6100269055951107,0.9241143162393162
within,hbase,randomForestADASYN,229.0,18.0,19.0,102.0,0.8590728715728716,0.8429487179487178,0.899024024024024,0.3262012012012012,0.8467673196368848,0.776015357551146,0.9697200854700856
within,hbase,randomForestnearmissunder3,199.0,48.0,18.0,103.0,0.6900456741401013,0.8512820512820515,0.8204954954954955,0.4104354354354355,0.7577504879251264,0.6327730154120518,0.9232126068376069
within,hbase,SVMBorderlineSMOTE,187.0,60.0,33.0,88.0,0.6118917112299465,0.7262820512820511,0.7467717717717718,0.4021771771771772,0.6576447742939496,0.47152586650553124,0.7989583333333333
within,hbase,SVMSMOTE,194.0,53.0,36.0,85.0,0.6268180430680431,0.7006410256410256,0.7574324324324324,0.3751501501501502,0.652728133844523,0.47769489646243707,0.803090811965812
within,hbase,SVMrandomover,197.0,50.0,35.0,86.0,0.6477612665112666,0.7089743589743589,0.7682432432432432,0.3697447447447447,0.6680840488846485,0.5010542975105585,0.814787393162393
within,hbase,SVM,221.0,26.0,56.0,65.0,0.7131601731601731,0.5365384615384616,0.7765765765765766,0.24714714714714714,0.6034237819134844,0.4691195686420747,0.8050256410256409
within,hbase,SVMADASYN,190.0,57.0,34.0,87.0,0.6172574157868275,0.7173076923076923,0.751951951951952,0.3912912912912913,0.655256157635468,0.4757869298614912,0.7982489316239316
within,hbase,adaboostBorderlineSMOTE,208.0,39.0,21.0,100.0,0.7229413968384557,0.8262820512820512,0.8363363363363364,0.3774774774774775,0.7658961508256861,0.6513274109313443,0.9052719017094016
within,hbase,adaboostSMOTE,209.0,38.0,20.0,101.0,0.7350060723590135,0.8346153846153846,0.8416666666666668,0.37770270270270273,0.777189251528082,0.6641184944720159,0.9133103632478632
within,hbase,adaboostrandomover,221.0,26.0,24.0,97.0,0.8008807858807859,0.801923076923077,0.8635135135135137,0.33423423423423426,0.796100398796051,0.6996135563707716,0.9122702991452991
within,hbase,adaboost,226.0,21.0,36.0,85.0,0.8026254301254301,0.701923076923077,0.8446696696696698,0.28791291291291293,0.7347991218784058,0.6413196860665604,0.9153787393162393
within,hbase,adaboostADASYN,215.0,32.0,22.0,99.0,0.765934555640438,0.817948717948718,0.8527777777777779,0.3559309309309309,0.7856263616443526,0.6810630445281374,0.9117959401709401
within,hbase,MLPBorderlineSMOTE,138.0,109.0,21.0,100.0,0.5143141432615117,0.825,0.6457957957957958,0.5684684684684684,0.6193076892856614,0.3641666448056585,0.7425160256410257
within,hbase,MLPSMOTE,183.0,64.0,27.0,94.0,0.6211115464994774,0.7756410256410257,0.7516516516516517,0.43003003003003004,0.6810675188925088,0.4990424403405605,0.7894893162393162
within,hbase,MLPrandomover,184.0,63.0,29.0,92.0,0.6302987861811392,0.7589743589743589,0.7487987987987988,0.42192192192192196,0.6751382525520456,0.49183376479459895,0.7863707264957266
within,hbase,MLP,210.0,37.0,49.0,72.0,0.6525532800532801,0.592948717948718,0.7656156156156156,0.295945945945946,0.6110342181760946,0.4544957966954777,0.8073023504273504
within,hbase,MLPADASYN,186.0,61.0,33.0,88.0,0.602114127702363,0.7256410256410256,0.7435435435435436,0.4048048048048048,0.6494701696770662,0.46505510664336464,0.7889561965811965
within,activiti,naiveBayesBorderlineSMOTE,125.0,28.0,5.0,11.0,0.31555555555555553,0.65,0.8044117647058823,0.23051470588235295,0.4020779220779221,0.35495726278025586,0.7670833333333333
within,activiti,naiveBayesSMOTE,110.0,43.0,5.0,11.0,0.19,0.65,0.7158088235294117,0.3191176470588235,0.2876190476190476,0.23312154656978015,0.7833333333333333
within,activiti,naiveBayesrandomover,134.0,19.0,7.0,9.0,0.3366666666666666,0.55,0.8459558823529412,0.16544117647058823,0.4019047619047619,0.34426272775410244,0.79
within,activiti,naiveBayes,153.0,0.0,16.0,0.0,0.0,0.0,0.9055147058823529,0.0,0.0,0.0,0.79
within,activiti,naiveBayesADASYN,101.0,52.0,5.0,11.0,0.1807308377896613,0.65,0.6636029411764706,0.3713235294117647,0.2675946275946276,0.20777138612621554,0.7866666666666667
within,activiti,decisionTreeBorderlineSMOTE,141.0,12.0,11.0,5.0,0.19166666666666665,0.3,0.8636029411764706,0.10147058823529412,0.22000000000000003,0.1741889201606616,0.7043750000000001
within,activiti,decisionTreeSMOTE,137.0,16.0,11.0,5.0,0.175,0.3,0.8397058823529411,0.12463235294117647,0.21333333333333332,0.1514432282171128,0.64625
within,activiti,decisionTreerandomover,144.0,9.0,15.0,1.0,0.05,0.05,0.8577205882352942,0.05955882352941176,0.05,-0.0004604612683949946,0.4956250000000001
within,activiti,decisionTree,145.0,8.0,14.0,2.0,0.15,0.1,0.8702205882352942,0.0588235294117647,0.11666666666666665,0.06482919181288746,0.5745833333333333
within,activiti,decisionTreeADASYN,142.0,11.0,14.0,2.0,0.12,0.2,0.851470588235294,0.07830882352941176,0.13333333333333336,0.08507762310166189,0.6095833333333334
within,activiti,randomForestBorderlineSMOTE,142.0,11.0,12.0,4.0,0.2333333333333333,0.2,0.8632352941176471,0.08933823529411763,0.20666666666666664,0.14921008365243166,0.8291666666666668
within,activiti,randomForestSMOTE,141.0,12.0,11.0,5.0,0.25,0.25,0.8632352941176471,0.10110294117647059,0.23666666666666666,0.18055319005217935,0.8420833333333334
within,activiti,randomForestnearmissunder1,39.0,114.0,5.0,11.0,0.08330732992497698,0.7,0.2952205882352941,0.7404411764705883,0.14704774757406336,-0.021749211084137503,0.5874999999999999
within,activiti,randomForestrandomunder,114.0,39.0,6.0,10.0,0.18999999999999997,0.6,0.7338235294117647,0.2893382352941177,0.28523809523809524,0.21755159250884537,0.8025
within,activiti,randomForestrandomover,142.0,11.0,14.0,2.0,0.15,0.1,0.8518382352941177,0.07720588235294117,0.11666666666666665,0.052910943000241,0.79375
within,activiti,randomForest,148.0,5.0,14.0,2.0,0.1,0.1,0.8875,0.04154411764705882,0.1,0.06462129070824724,0.8166666666666668
within,activiti,randomForestnearmissunder2,44.0,109.0,6.0,10.0,0.08177960927960928,0.65,0.3194852941176471,0.7036764705882353,0.14206837280366694,-0.02972035844431258,0.4033333333333333
within,activiti,randomForestADASYN,139.0,14.0,11.0,5.0,0.20833333333333331,0.25,0.8514705882352942,0.11286764705882353,0.20666666666666664,0.14983219685575802,0.8441666666666666
within,activiti,randomForestnearmissunder3,76.0,77.0,8.0,8.0,0.11131313131313132,0.55,0.49669117647058825,0.5036764705882353,0.1732099273275744,-0.0033674883952682978,0.5137499999999999
within,activiti,SVMBorderlineSMOTE,123.0,30.0,6.0,10.0,0.23523809523809525,0.6,0.7863970588235294,0.23676470588235293,0.33325396825396825,0.27698142720365293,0.7470833333333334
within,activiti,SVMSMOTE,117.0,36.0,6.0,10.0,0.19452380952380954,0.6,0.7507352941176471,0.27242647058823527,0.2871428571428572,0.23111838602127022,0.73375
within,activiti,SVMrandomover,118.0,35.0,5.0,11.0,0.21880952380952384,0.65,0.7628676470588236,0.2720588235294118,0.3188888888888889,0.27396179575583357,0.7829166666666667
within,activiti,SVM,152.0,1.0,16.0,0.0,0.0,0.0,0.8996323529411765,0.0058823529411764705,0.0,-0.009128709291752768,0.7545833333333334
within,activiti,SVMADASYN,116.0,37.0,5.0,11.0,0.2161904761904762,0.7,0.7514705882352942,0.2841911764705882,0.3185714285714286,0.28241947941322054,0.7754166666666666
within,activiti,adaboostBorderlineSMOTE,136.0,17.0,10.0,6.0,0.2616666666666666,0.4,0.8400735294117647,0.13676470588235293,0.2752380952380952,0.2264235807090999,0.7791666666666667
within,activiti,adaboostSMOTE,138.0,15.0,10.0,6.0,0.29166666666666663,0.4,0.8518382352941177,0.125,0.29666666666666663,0.25637267138985875,0.7925000000000001
within,activiti,adaboostrandomover,137.0,16.0,13.0,3.0,0.16666666666666666,0.2,0.8283088235294118,0.1125,0.15666666666666668,0.0836348925268721,0.7620833333333332
within,activiti,adaboost,143.0,10.0,14.0,2.0,0.15,0.15,0.8577205882352942,0.0713235294117647,0.13333333333333333,0.08288242567697755,0.8004166666666668
within,activiti,adaboostADASYN,139.0,14.0,10.0,6.0,0.29166666666666663,0.4,0.8577205882352942,0.11911764705882352,0.29666666666666663,0.2588167133452629,0.7658333333333334
within,activiti,MLPBorderlineSMOTE,119.0,34.0,4.0,12.0,0.24484848484848482,0.75,0.7749999999999999,0.27242647058823527,0.3612454212454213,0.3372555594867397,0.7604166666666667
within,activiti,MLPSMOTE,101.0,52.0,4.0,12.0,0.20300324675324677,0.75,0.66875,0.37867647058823534,0.30078790490555196,0.2642716429598433,0.8025
within,activiti,MLPrandomover,113.0,40.0,4.0,12.0,0.21675324675324675,0.75,0.7397058823529411,0.30772058823529413,0.32711843711843713,0.2998524312994002,0.8054166666666667
within,activiti,MLP,149.0,4.0,16.0,0.0,0.0,0.0,0.8819852941176471,0.023529411764705882,0.0,-0.028712042625086098,0.7933333333333334
within,activiti,MLPADASYN,98.0,55.0,4.0,12.0,0.18947033358798065,0.75,0.650735294117647,0.3966911764705882,0.28983773536405116,0.2374046298273818,0.7620833333333333
within,okhttp,naiveBayesBorderlineSMOTE,23.0,651.0,0.0,108.0,0.14227522548575183,1.0,0.16754300551768905,0.970561506004544,0.24908289636101685,0.06816582903929669,0.7229687125867986
within,okhttp,naiveBayesSMOTE,23.0,651.0,0.0,108.0,0.14227522548575183,1.0,0.16754300551768905,0.970561506004544,0.24908289636101685,0.06816582903929669,0.7228134727432357
within,okhttp,naiveBayesrandomover,23.0,651.0,0.0,108.0,0.14227522548575183,1.0,0.16754300551768905,0.970561506004544,0.24908289636101685,0.06816582903929669,0.7215206720408652
within,okhttp,naiveBayes,674.0,0.0,108.0,0.0,0.0,0.0,0.8618954884777669,0.0,0.0,0.0,0.7205942214063372
within,okhttp,naiveBayesADASYN,33.0,641.0,1.0,107.0,0.14306384203752626,0.990909090909091,0.17898409607270366,0.9565563128854269,0.24997980614647575,0.06876952247845716,0.7202488227312634
within,okhttp,decisionTreeBorderlineSMOTE,592.0,82.0,75.0,33.0,0.2832584082584083,0.30636363636363634,0.7993346316131126,0.14688412852969815,0.28969304492903813,0.17712529121559545,0.7459373254050603
within,okhttp,decisionTreeSMOTE,561.0,113.0,39.0,69.0,0.378100846746021,0.6418181818181818,0.8057124310288867,0.2326841934436871,0.472637947888226,0.38518420380724694,0.7339265903104797
within,okhttp,decisionTreerandomover,550.0,124.0,39.0,69.0,0.36270572152305897,0.6409090909090909,0.791755923401493,0.24667315806556314,0.4611990779273872,0.36775434364644655,0.7201487548886584
within,okhttp,decisionTree,629.0,45.0,94.0,14.0,0.28041666666666665,0.1290909090909091,0.8223141837065887,0.07531645569620253,0.1669421101774043,0.0956490313084205,0.7403981762311437
within,okhttp,decisionTreeADASYN,573.0,101.0,54.0,54.0,0.3351612628857211,0.5018181818181818,0.8019474196689387,0.19814995131450827,0.39699341931696724,0.295986747368421,0.7450107750019953
within,okhttp,randomForestBorderlineSMOTE,586.0,88.0,62.0,46.0,0.34411916940689313,0.4254545454545454,0.8083089905874716,0.17114573190522558,0.36658316047557526,0.2683782377322874,0.8140118924096097
within,okhttp,randomForestSMOTE,565.0,109.0,38.0,70.0,0.39190708500306026,0.65,0.8121226874391431,0.22880558260305092,0.4864321956624515,0.40053958718090055,0.8153134727432357
within,okhttp,randomForestnearmissunder1,131.0,543.0,44.0,64.0,0.10458232372828946,0.5936363636363635,0.24928594612138913,0.7762252515417073,0.1775003798289517,-0.17705972796086816,0.42357211269853945
within,okhttp,randomForestrandomunder,473.0,201.0,15.0,93.0,0.31787795529352325,0.860909090909091,0.7238072054527751,0.37596559558584874,0.46333217306289515,0.4021622112998601,0.8275616569558624
within,okhttp,randomForestrandomover,561.0,113.0,43.0,65.0,0.3680904402614929,0.6045454545454545,0.8006004543979227,0.2275397598182408,0.4535207179320083,0.3597127911145146,0.7709299425333228
within,okhttp,randomForest,645.0,29.0,98.0,10.0,0.18761904761904763,0.09181818181818183,0.8376176566049983,0.049756572541382674,0.11681991637234605,0.06480846284423966,0.8002105116130578
within,okhttp,randomForestnearmissunder2,297.0,377.0,21.0,87.0,0.18834555745438536,0.8063636363636364,0.49102564102564106,0.5933625446283675,0.3050915803435013,0.17331288321735078,0.7515667651049565
within,okhttp,randomForestADASYN,574.0,100.0,46.0,62.0,0.3700505999848105,0.5736363636363636,0.8133885102239532,0.20702693930542032,0.4444103990946681,0.3547440355849748,0.8181560778992736
within,okhttp,randomForestnearmissunder3,531.0,143.0,43.0,65.0,0.3153410528090834,0.6027272727272728,0.7621876014281078,0.2659526127880558,0.41299835007140506,0.30620739120027907,0.7484623673078458
within,okhttp,SVMBorderlineSMOTE,438.0,236.0,15.0,93.0,0.2847938906126366,0.8627272727272727,0.6790003245699449,0.420772476468679,0.42739759466240307,0.35916214151026277,0.7611088275201532
within,okhttp,SVMSMOTE,412.0,262.0,15.0,93.0,0.26405025400574933,0.8627272727272727,0.6458617332035054,0.4539110678351185,0.40380722642949995,0.32912345201892246,0.776899992018517
within,okhttp,SVMrandomover,395.0,279.0,13.0,95.0,0.25587109309315775,0.8809090909090909,0.6266796494644596,0.478188899707887,0.39602608053119565,0.32335828002242795,0.7786120201133371
within,okhttp,SVM,674.0,0.0,108.0,0.0,0.0,0.0,0.8618954884777669,0.0,0.0,0.0,0.7685990502035278
within,okhttp,SVMADASYN,408.0,266.0,15.0,93.0,0.26115391374778407,0.8627272727272727,0.6406848425835768,0.45908795845504713,0.4005119877193005,0.32448930559011047,0.7592158192992258
within,okhttp,adaboostBorderlineSMOTE,515.0,159.0,31.0,77.0,0.3271011084081571,0.7163636363636363,0.756897111327491,0.30191496267445633,0.4438082193410732,0.36086446728464056,0.8087487030090191
within,okhttp,adaboostSMOTE,490.0,184.0,20.0,88.0,0.3249326828521223,0.8163636363636364,0.7391431353456669,0.347809152872444,0.46362220738597715,0.394234516789584,0.8305730704764945
within,okhttp,adaboostrandomover,488.0,186.0,20.0,88.0,0.32197216085820574,0.8163636363636364,0.736627718273288,0.35038948393378766,0.46061099203514067,0.3911621329414768,0.8273548367786734
within,okhttp,adaboost,670.0,4.0,106.0,2.0,0.08333333333333333,0.01818181818181818,0.8593313859136643,0.007659850697825381,0.029670329670329676,0.023227440265984518,0.7910550522787133
within,okhttp,adaboostADASYN,479.0,195.0,19.0,89.0,0.31271288800487307,0.8236363636363636,0.7263226225251541,0.3631613112625771,0.4522874296446556,0.38361665465402583,0.8075963764067364
within,okhttp,MLPBorderlineSMOTE,440.0,234.0,19.0,89.0,0.27403979627239394,0.8263636363636364,0.6764849074975657,0.41303148328464784,0.4091856986676598,0.33588530347727213,0.7580810519594541
within,okhttp,MLPSMOTE,434.0,240.0,19.0,89.0,0.27229394326099704,0.8245454545454546,0.6688412852969815,0.42070756247971436,0.40759181875596945,0.3296065323244891,0.7793377364514328
within,okhttp,MLPrandomover,422.0,252.0,15.0,93.0,0.2710897043492094,0.8627272727272727,0.6585686465433301,0.4412041544952937,0.4121112025716397,0.339982707464415,0.7671713624391412
within,okhttp,MLP,674.0,0.0,108.0,0.0,0.0,0.0,0.8618954884777669,0.0,0.0,0.0,0.7313949636842525
within,okhttp,MLPADASYN,432.0,242.0,17.0,91.0,0.27472406407384686,0.8445454545454545,0.6687925998052581,0.42585199610516067,0.4137219430313852,0.33926955864020014,0.7589191076702051
