Type,Project,ModelBalance,tn,fp,fn,tp,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_roc_score
within,javawebsocket,adaboost,85.0,1.0,1.0,20.0,0.9666666666666666,0.9666666666666666,0.9818181818181818,0.19636363636363635,0.96,0.9539600717839003,0.99375
within,javawebsocket,MLPBorderlineSMOTE,70.0,16.0,1.0,20.0,0.5966666666666667,0.9666666666666666,0.8399999999999999,0.3381818181818182,0.7142857142857143,0.6718953395618742,0.9958333333333332
within,javawebsocket,MLPSMOTE,86.0,0.0,1.0,20.0,1.0,0.9666666666666666,0.990909090909091,0.18727272727272726,0.9800000000000001,0.97698003589195,0.99375
within,javawebsocket,MLPrandomover,86.0,0.0,1.0,20.0,1.0,0.9666666666666666,0.990909090909091,0.18727272727272726,0.9800000000000001,0.97698003589195,0.99375
within,javawebsocket,MLP,86.0,0.0,1.0,20.0,1.0,0.9666666666666666,0.990909090909091,0.18727272727272726,0.9800000000000001,0.97698003589195,0.9958333333333332
within,ambari,naiveBayesBorderlineSMOTE,176.0,66.0,19.0,33.0,0.3534694691273638,0.64,0.7102298850574713,0.337816091954023,0.4346870286576169,0.3106385292040525,0.7409222222222221
within,ambari,naiveBayesSMOTE,201.0,41.0,30.0,22.0,0.42822055137844617,0.42666666666666664,0.7582758620689656,0.21436781609195404,0.36840396445659607,0.273124507171525,0.735338888888889
within,ambari,naiveBayesrandomover,223.0,19.0,36.0,16.0,0.5611111111111111,0.31000000000000005,0.8126436781609195,0.11885057471264368,0.3215826330532213,0.29576060778131963,0.7305833333333334
within,ambari,naiveBayes,242.0,0.0,52.0,0.0,0.0,0.0,0.8232183908045977,0.0,0.0,0.0,0.7261
within,ambari,naiveBayesADASYN,128.0,114.0,15.0,37.0,0.2571466600994464,0.7133333333333334,0.5612643678160919,0.5134482758620689,0.3717913481605165,0.18948661691241492,0.7366555555555556
within,ambari,decisionTreeBorderlineSMOTE,233.0,9.0,7.0,45.0,0.8333333333333333,0.8666666666666668,0.9456321839080459,0.1835632183908046,0.8472727272727273,0.8163051752063424,0.9131666666666668
within,ambari,decisionTreeSMOTE,229.0,13.0,5.0,47.0,0.8109523809523809,0.9099999999999999,0.9386206896551725,0.20459770114942527,0.8458818958818959,0.819316837825322,0.9313361111111111
within,ambari,decisionTreerandomover,236.0,6.0,5.0,47.0,0.9095238095238095,0.9133333333333333,0.9626436781609196,0.18057471264367814,0.8973737373737374,0.885170999276933,0.94425
within,ambari,decisionTree,236.0,6.0,9.0,43.0,0.8928571428571429,0.8400000000000001,0.9493103448275862,0.16724137931034483,0.8486868686868687,0.8315823188719624,0.9259000000000001
within,ambari,decisionTreeADASYN,234.0,8.0,6.0,46.0,0.8580952380952382,0.89,0.9524137931034481,0.1839080459770115,0.8687878787878788,0.8438388727089808,0.9413666666666668
within,ambari,randomForestBorderlineSMOTE,241.0,1.0,5.0,47.0,0.9800000000000001,0.9099999999999999,0.9798850574712643,0.16333333333333333,0.9397979797979797,0.9315247823560918,0.9876722222222222
within,ambari,randomForestSMOTE,241.0,1.0,5.0,47.0,0.9800000000000001,0.9099999999999999,0.9798850574712643,0.16333333333333333,0.9397979797979797,0.9315247823560918,0.9925333333333335
within,ambari,randomForestnearmissunder1,197.0,45.0,2.0,50.0,0.539484126984127,0.9666666666666666,0.8401149425287358,0.32333333333333336,0.6864748976513683,0.6425684925977719,0.9743333333333334
within,ambari,randomForestrandomunder,235.0,7.0,5.0,47.0,0.8766666666666667,0.9099999999999999,0.9593103448275861,0.1839080459770115,0.889090909090909,0.8674494020512981,0.9837777777777778
within,ambari,randomForestrandomover,241.0,1.0,5.0,47.0,0.9800000000000001,0.9099999999999999,0.9798850574712643,0.16333333333333333,0.9397979797979797,0.9315247823560918,0.978886111111111
within,ambari,randomForest,240.0,2.0,5.0,47.0,0.9633333333333333,0.9099999999999999,0.9764367816091954,0.16678160919540233,0.9307070707070707,0.920889826479122,0.9825666666666667
within,ambari,randomForestnearmissunder2,212.0,30.0,5.0,47.0,0.6552308802308802,0.9099999999999999,0.8817241379310345,0.2614942528735632,0.7444012849895203,0.70132547495041,0.9578
within,ambari,randomForestADASYN,241.0,1.0,5.0,47.0,0.9800000000000001,0.9099999999999999,0.9798850574712643,0.16333333333333333,0.9397979797979797,0.9315247823560918,0.9893722222222221
within,ambari,randomForestnearmissunder3,241.0,1.0,5.0,47.0,0.9800000000000001,0.9099999999999999,0.9798850574712643,0.16333333333333333,0.9397979797979797,0.9315247823560918,0.9583166666666667
within,ambari,SVMBorderlineSMOTE,218.0,24.0,5.0,47.0,0.6654761904761906,0.9099999999999999,0.9014942528735632,0.24149425287356321,0.7674658674658674,0.7217469959413257,0.9491611111111112
within,ambari,SVMSMOTE,220.0,22.0,3.0,49.0,0.6996031746031747,0.95,0.9149425287356323,0.2418390804597701,0.8006826506826507,0.7669134765196569,0.9548555555555556
within,ambari,SVMrandomover,223.0,19.0,3.0,49.0,0.7371031746031746,0.95,0.925287356321839,0.2314942528735632,0.8237595737595738,0.7929624792309117,0.9548555555555556
within,ambari,SVM,234.0,8.0,29.0,23.0,0.8133333333333332,0.44666666666666677,0.8741379310344828,0.10540229885057473,0.5531168831168831,0.5307020755002629,0.9432555555555556
within,ambari,SVMADASYN,219.0,23.0,3.0,49.0,0.6940873015873017,0.95,0.9116091954022989,0.24517241379310342,0.7945887445887445,0.7614817824481145,0.9507222222222221
within,ambari,adaboostBorderlineSMOTE,239.0,3.0,5.0,47.0,0.9466666666666667,0.9099999999999999,0.973103448275862,0.17011494252873566,0.9236363636363636,0.9108045458135923,0.9892333333333333
within,ambari,adaboostSMOTE,239.0,3.0,5.0,47.0,0.9466666666666667,0.9099999999999999,0.973103448275862,0.17011494252873566,0.9236363636363636,0.9108045458135923,0.9920111111111112
within,ambari,adaboostrandomover,239.0,3.0,5.0,47.0,0.9466666666666667,0.9099999999999999,0.973103448275862,0.17011494252873566,0.9236363636363636,0.9108045458135923,0.9888861111111111
within,ambari,adaboost,240.0,2.0,5.0,47.0,0.9666666666666666,0.9099999999999999,0.976551724137931,0.16666666666666669,0.9325252525252525,0.9226068216810855,0.9705527777777778
within,ambari,adaboostADASYN,240.0,2.0,5.0,47.0,0.9666666666666666,0.9099999999999999,0.976551724137931,0.16666666666666669,0.9325252525252525,0.9226068216810855,0.9902055555555556
within,ambari,MLPBorderlineSMOTE,221.0,21.0,4.0,48.0,0.7053571428571428,0.93,0.9150574712643678,0.23482758620689653,0.7996503496503495,0.7607064208149787,0.948188888888889
within,ambari,MLPSMOTE,224.0,18.0,5.0,47.0,0.7267857142857144,0.9099999999999999,0.92183908045977,0.22114942528735632,0.8053613053613052,0.7670278047531408,0.9513833333333335
within,ambari,MLPrandomover,221.0,21.0,4.0,48.0,0.7055555555555555,0.93,0.9150574712643678,0.23482758620689653,0.7992840492840492,0.7608549701289753,0.9558277777777778
within,ambari,MLP,234.0,8.0,29.0,23.0,0.7916666666666666,0.44000000000000006,0.8740229885057472,0.10505747126436782,0.5371717171717172,0.5148226238041465,0.8961111111111112
within,ambari,MLPADASYN,218.0,24.0,6.0,46.0,0.6607142857142858,0.89,0.8979310344827587,0.23816091954022983,0.7550116550116549,0.7074768068613426,0.9391277777777777
within,alluxio,naiveBayesBorderlineSMOTE,61.0,3.0,87.0,35.0,0.93,0.28717948717948716,0.5163742690058479,0.2046783625730994,0.4318557422969188,0.28632685354156695,0.7907814407814407
within,alluxio,naiveBayesSMOTE,61.0,3.0,87.0,35.0,0.9133333333333334,0.2858974358974359,0.5157894736842106,0.2046783625730994,0.4269094304388422,0.2772774692854777,0.8115384615384615
within,alluxio,naiveBayesrandomover,61.0,3.0,87.0,35.0,0.9107142857142858,0.2858974358974359,0.5157894736842106,0.2046783625730994,0.424952946090717,0.27641833928558296,0.8290598290598291
within,alluxio,naiveBayes,0.0,64.0,0.0,122.0,0.656140350877193,1.0,0.656140350877193,1.0,0.7921774193548388,0.0,0.8196581196581196
within,alluxio,naiveBayesADASYN,28.0,36.0,29.0,93.0,0.7650939849624061,0.7583333333333333,0.6500000000000001,0.6932748538011696,0.6862544698431796,0.20434325509807788,0.8117826617826618
within,alluxio,decisionTreeBorderlineSMOTE,53.0,11.0,9.0,113.0,0.9148285048285049,0.925,0.8923976608187136,0.6666666666666667,0.9168486296312384,0.7724427886529587,0.8796626984126984
within,alluxio,decisionTreeSMOTE,56.0,8.0,8.0,114.0,0.9402564102564103,0.933974358974359,0.9146198830409356,0.656140350877193,0.9326997929606626,0.8199992021428908,0.9235347985347986
within,alluxio,decisionTreerandomover,54.0,10.0,5.0,117.0,0.9282783882783884,0.9602564102564102,0.9195906432748538,0.6833333333333333,0.942183468705208,0.8165185708720564,0.9017399267399269
within,alluxio,decisionTree,57.0,7.0,5.0,117.0,0.9472527472527472,0.9589743589743589,0.935672514619883,0.6672514619883041,0.951571906354515,0.8611253996891343,0.9393620268620267
within,alluxio,decisionTreeADASYN,58.0,6.0,6.0,116.0,0.9551648351648352,0.95,0.9353801169590643,0.6558479532163742,0.9510954681389464,0.8602458986199162,0.9277777777777778
within,alluxio,randomForestBorderlineSMOTE,60.0,4.0,6.0,116.0,0.9691391941391941,0.9506410256410256,0.9459064327485379,0.6453216374269006,0.958176401698141,0.886747233753907,0.9933760683760683
within,alluxio,randomForestSMOTE,60.0,4.0,5.0,117.0,0.9696886446886447,0.9583333333333334,0.9508771929824562,0.6508771929824562,0.9617925407925408,0.8991074026953285,0.9986111111111111
within,alluxio,randomForestnearmissunder1,61.0,3.0,20.0,102.0,0.9748834498834498,0.8365384615384617,0.8760233918128655,0.5643274853801169,0.8948127196983032,0.767977105224279,0.9751678876678878
within,alluxio,randomForestrandomunder,60.0,4.0,10.0,112.0,0.968931068931069,0.9185897435897437,0.9242690058479532,0.6242690058479532,0.9404012364447147,0.846745013749113,0.9857295482295483
within,alluxio,randomForestrandomover,54.0,10.0,7.0,115.0,0.9282600732600732,0.9423076923076923,0.9087719298245613,0.6719298245614035,0.9317629890238586,0.8031172224702875,0.9947649572649573
within,alluxio,randomForest,56.0,8.0,5.0,117.0,0.9461592329239388,0.9583333333333334,0.9298245614035088,0.6719298245614036,0.9484592074592074,0.8495952191250684,0.9986111111111111
within,alluxio,randomForestnearmissunder2,60.0,4.0,26.0,96.0,0.9642424242424242,0.7865384615384616,0.8380116959064328,0.5374269005847954,0.8613576530258452,0.6972074088516281,0.980479242979243
within,alluxio,randomForestADASYN,60.0,4.0,5.0,117.0,0.9697802197802199,0.9589743589743589,0.9514619883040936,0.6508771929824562,0.9625097350314743,0.8994530356846099,0.9921855921855922
within,alluxio,randomForestnearmissunder3,60.0,4.0,30.0,92.0,0.9633333333333333,0.7544871794871796,0.8169590643274853,0.5163742690058479,0.834214685166765,0.6722326732329349,0.9587606837606838
within,alluxio,SVMBorderlineSMOTE,59.0,5.0,32.0,90.0,0.9488888888888889,0.7365384615384617,0.8005847953216374,0.5111111111111111,0.8239390175042349,0.6320412993502389,0.8737179487179487
within,alluxio,SVMSMOTE,59.0,5.0,31.0,91.0,0.9509090909090909,0.7448717948717949,0.8058479532163743,0.5163742690058479,0.8314459270706409,0.6395712818873583,0.8762057387057387
within,alluxio,SVMrandomover,59.0,5.0,33.0,89.0,0.9497979797979799,0.7282051282051283,0.7947368421052632,0.5052631578947369,0.8206234162481302,0.6230256115279602,0.8784035409035409
within,alluxio,SVM,47.0,17.0,22.0,100.0,0.858907203907204,0.8192307692307693,0.7909356725146199,0.62953216374269,0.8350573613182309,0.5537500338922838,0.8663766788766789
within,alluxio,SVMADASYN,59.0,5.0,33.0,89.0,0.9488888888888889,0.7282051282051283,0.7950292397660819,0.5055555555555555,0.8191959345002824,0.6224577148116566,0.8719322344322344
within,alluxio,adaboostBorderlineSMOTE,57.0,7.0,12.0,110.0,0.9434731934731936,0.9012820512820513,0.8982456140350878,0.6298245614035087,0.9185574136008918,0.7862915910390696,0.9387667887667888
within,alluxio,adaboostSMOTE,58.0,6.0,10.0,112.0,0.9517149517149518,0.9179487179487179,0.9146198830409358,0.6350877192982456,0.9322859443294226,0.8207759955504278,0.9436202686202686
within,alluxio,adaboostrandomover,57.0,7.0,12.0,110.0,0.9425641025641026,0.9012820512820513,0.8982456140350876,0.6298245614035088,0.9191333593942289,0.7848100473323348,0.9550061050061049
within,alluxio,adaboost,52.0,12.0,8.0,114.0,0.9108058608058609,0.933974358974359,0.8929824561403509,0.6783625730994152,0.9184423724423725,0.7737153384869958,0.9402319902319902
within,alluxio,adaboostADASYN,57.0,7.0,11.0,111.0,0.9434731934731934,0.9096153846153845,0.9035087719298247,0.6350877192982456,0.9242716993151776,0.7936145800421238,0.9439255189255189
within,alluxio,MLPBorderlineSMOTE,60.0,4.0,31.0,91.0,0.9577777777777777,0.7448717948717949,0.8116959064327485,0.5111111111111111,0.833116506681724,0.6550240997429453,0.8682539682539684
within,alluxio,MLPSMOTE,58.0,6.0,31.0,91.0,0.9393181818181819,0.7442307692307693,0.8008771929824562,0.5219298245614035,0.8252087729204434,0.6286108418730849,0.8655982905982904
within,alluxio,MLPrandomover,58.0,6.0,29.0,93.0,0.9438888888888888,0.7608974358974359,0.8108187134502923,0.5324561403508772,0.8388019951063429,0.6401314627722565,0.8673840048840049
within,alluxio,MLP,46.0,18.0,23.0,99.0,0.85728255404726,0.8108974358974359,0.7804093567251462,0.6289473684210526,0.828041784302654,0.532236764033011,0.871062271062271
within,alluxio,MLPADASYN,59.0,5.0,29.0,93.0,0.9518181818181819,0.760897435897436,0.8169590643274853,0.5269005847953215,0.8386485977790326,0.6624185967641951,0.8640873015873016
within,elasticjoblite,naiveBayesBorderlineSMOTE,215.0,303.0,2.0,1.0,0.0024390243902439024,0.1,0.4149129172714079,0.5831277213352685,0.0047619047619047615,0.0075023448492053295,0.2846153846153846
within,elasticjoblite,naiveBayesSMOTE,143.0,375.0,0.0,3.0,0.007860269811489323,0.3,0.28029753265602325,0.7254354136429608,0.015317460317460318,0.025345866413235097,0.2846153846153846
within,elasticjoblite,naiveBayesrandomover,143.0,375.0,0.0,3.0,0.007860269811489323,0.3,0.28029753265602325,0.7254354136429608,0.015317460317460318,0.025345866413235097,0.2846153846153846
within,elasticjoblite,naiveBayes,518.0,0.0,3.0,0.0,0.0,0.0,0.9942670537010159,0.0,0.0,0.0,0.2846153846153846
within,elasticjoblite,decisionTreeBorderlineSMOTE,517.0,1.0,1.0,2.0,0.2,0.2,0.9961901306240929,0.0057692307692307696,0.2,0.2,0.25
within,elasticjoblite,decisionTreeSMOTE,517.0,1.0,2.0,1.0,0.1,0.1,0.9942670537010159,0.0038461538461538464,0.1,0.1,0.25
within,elasticjoblite,decisionTreerandomover,517.0,1.0,1.0,2.0,0.2,0.2,0.9961901306240929,0.0057692307692307696,0.2,0.2,0.25
within,elasticjoblite,decisionTree,517.0,1.0,1.0,2.0,0.2,0.2,0.9961901306240929,0.0057692307692307696,0.2,0.2,0.25
within,elasticjoblite,randomForestBorderlineSMOTE,518.0,0.0,3.0,0.0,0.0,0.0,0.9942670537010159,0.0,0.0,0.0,0.24711538461538463
within,elasticjoblite,randomForestSMOTE,518.0,0.0,3.0,0.0,0.0,0.0,0.9942670537010159,0.0,0.0,0.0,0.24711538461538463
within,elasticjoblite,randomForestrandomunder,518.0,0.0,3.0,0.0,0.0,0.0,0.9942670537010159,0.0,0.0,0.0,0.25
within,elasticjoblite,randomForestrandomover,517.0,1.0,1.0,2.0,0.2,0.2,0.9961901306240929,0.0057692307692307696,0.2,0.2,0.24711538461538463
within,elasticjoblite,randomForest,518.0,0.0,3.0,0.0,0.0,0.0,0.9942670537010159,0.0,0.0,0.0,0.24711538461538463
within,elasticjoblite,SVMBorderlineSMOTE,516.0,2.0,3.0,0.0,0.0,0.0,0.990420899854862,0.0038461538461538464,0.0,0.0,0.2730769230769231
within,elasticjoblite,SVMSMOTE,510.0,8.0,1.0,2.0,0.06999999999999999,0.2,0.9827285921625544,0.019230769230769232,0.1,0.11294577862200836,0.2730769230769231
within,elasticjoblite,SVMrandomover,506.0,12.0,1.0,2.0,0.06999999999999999,0.2,0.9750362844702467,0.026923076923076928,0.1,0.11294577862200836,0.2730769230769231
within,elasticjoblite,SVM,518.0,0.0,3.0,0.0,0.0,0.0,0.9942670537010159,0.0,0.0,0.0,0.2730769230769231
within,elasticjoblite,adaboostBorderlineSMOTE,518.0,0.0,1.0,2.0,0.2,0.2,0.9981132075471699,0.0038461538461538464,0.2,0.2,0.25
within,elasticjoblite,adaboostSMOTE,516.0,2.0,3.0,0.0,0.0,0.0,0.990420899854862,0.0038461538461538464,0.0,0.0,0.25
within,elasticjoblite,adaboostrandomover,517.0,1.0,1.0,2.0,0.2,0.2,0.9961901306240929,0.0057692307692307696,0.2,0.2,0.25
within,elasticjoblite,adaboost,518.0,0.0,1.0,2.0,0.2,0.2,0.9981132075471699,0.0038461538461538464,0.2,0.2,0.25
within,elasticjoblite,MLPBorderlineSMOTE,516.0,2.0,3.0,0.0,0.0,0.0,0.990420899854862,0.0038461538461538464,0.0,0.0,0.24739819004524888
within,elasticjoblite,MLPSMOTE,513.0,5.0,1.0,2.0,0.15,0.2,0.9884978229317852,0.013461538461538464,0.16666666666666666,0.1700140042014005,0.2826923076923077
within,elasticjoblite,MLPrandomover,513.0,5.0,1.0,2.0,0.13333333333333333,0.2,0.9884978229317852,0.013461538461538464,0.15,0.156591645841811,0.2826923076923077
within,elasticjoblite,MLP,518.0,0.0,3.0,0.0,0.0,0.0,0.9942670537010159,0.0,0.0,0.0,0.18585972850678734
within,achilles,naiveBayesBorderlineSMOTE,527.0,522.0,0.0,4.0,0.006912248745725881,0.4,0.504429469901168,0.49935309973045816,0.013589134474635667,0.03550472375168714,0.37315018315018317
within,achilles,naiveBayesSMOTE,483.0,566.0,0.0,4.0,0.006758093788419882,0.4,0.4625426774483379,0.5412398921832884,0.013291398069736882,0.03464250517184548,0.37315018315018317
within,achilles,naiveBayesrandomover,502.0,547.0,0.0,4.0,0.0069745117510758015,0.4,0.4806109613656783,0.5231716082659478,0.013709356614952997,0.03585100237639407,0.37315018315018317
within,achilles,naiveBayes,1049.0,0.0,4.0,0.0,0.0,0.0,0.9962174303683738,0.0,0.0,0.0,0.37315018315018317
within,achilles,naiveBayesADASYN,510.0,539.0,0.0,4.0,0.00842276100877937,0.4,0.4879964061096137,0.5157861635220125,0.016453291699193337,0.04132651523149264,0.37411172161172157
within,achilles,decisionTreeBorderlineSMOTE,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.29951923076923076
within,achilles,decisionTreeSMOTE,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.29951923076923076
within,achilles,decisionTreerandomover,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.3
within,achilles,decisionTree,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.2985668498168498
within,achilles,decisionTreeADASYN,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.29951923076923076
within,achilles,randomForestBorderlineSMOTE,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.39711538461538465
within,achilles,randomForestSMOTE,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.3961538461538462
within,achilles,randomForestrandomover,1047.0,2.0,2.0,2.0,0.15,0.2,0.996208445642408,0.0037825696316262356,0.16666666666666666,0.1694116165933612,0.39711538461538465
within,achilles,randomForest,1049.0,0.0,4.0,0.0,0.0,0.0,0.9962174303683738,0.0,0.0,0.0,0.39711538461538465
within,achilles,randomForestADASYN,1049.0,0.0,3.0,1.0,0.1,0.1,0.9971608265947889,0.0009433962264150943,0.1,0.1,0.39711538461538465
within,achilles,SVMBorderlineSMOTE,1038.0,11.0,2.0,2.0,0.06999999999999999,0.2,0.9876729559748428,0.012318059299191376,0.1,0.11286800229854185,0.39711538461538465
within,achilles,SVMSMOTE,1019.0,30.0,2.0,2.0,0.045,0.2,0.9695956873315363,0.030395327942497757,0.07333333333333333,0.09146010914897001,0.39711538461538465
within,achilles,SVMrandomover,1016.0,33.0,1.0,3.0,0.06166666666666667,0.3,0.9676909254267745,0.034204851752021564,0.1019047619047619,0.13297316647474539,0.39521062271062274
within,achilles,SVM,1049.0,0.0,4.0,0.0,0.0,0.0,0.9962174303683738,0.0,0.0,0.0,0.39616300366300367
within,achilles,SVMADASYN,1020.0,29.0,2.0,2.0,0.045,0.2,0.9705480682839174,0.029442946990116802,0.07333333333333333,0.09146010914897001,0.39711538461538465
within,achilles,adaboostBorderlineSMOTE,1049.0,0.0,1.0,3.0,0.3,0.3,0.9990476190476191,0.0028301886792452833,0.3,0.3,0.35
within,achilles,adaboostSMOTE,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.3
within,achilles,adaboostrandomover,1047.0,2.0,1.0,3.0,0.25,0.3,0.997151841868823,0.004725965858041329,0.26666666666666666,0.2694116165933612,0.394235347985348
within,achilles,adaboost,1049.0,0.0,2.0,2.0,0.2,0.2,0.998104222821204,0.0018867924528301887,0.2,0.2,0.39471153846153845
within,achilles,adaboostADASYN,1049.0,0.0,1.0,3.0,0.3,0.3,0.9990476190476191,0.0028301886792452833,0.3,0.3,0.3625
within,achilles,MLPBorderlineSMOTE,1043.0,6.0,2.0,2.0,0.15,0.2,0.9923989218328841,0.007592093441150046,0.16666666666666666,0.16900674919503916,0.38664835164835165
within,achilles,MLPSMOTE,1038.0,11.0,2.0,2.0,0.1,0.2,0.9876460017969453,0.01234501347708895,0.13333333333333333,0.13937990424993885,0.38474358974358974
within,achilles,MLPrandomover,1033.0,16.0,1.0,3.0,0.12,0.3,0.9838364779874214,0.01805929919137466,0.16666666666666666,0.18459921107515082,0.379029304029304
within,achilles,MLP,1049.0,0.0,4.0,0.0,0.0,0.0,0.9962174303683738,0.0,0.0,0.0,0.37322344322344325
within,achilles,MLPADASYN,1033.0,16.0,1.0,3.0,0.13333333333333333,0.3,0.9838364779874214,0.01805929919137466,0.18333333333333332,0.1979234975994859,0.38474358974358974
within,incubatordubbo,naiveBayesBorderlineSMOTE,89.0,1574.0,0.0,18.0,0.011323855781716428,1.0,0.06363764440687517,0.947069597069597,0.022381369955364876,0.024338719569559075,0.6337006709472622
within,incubatordubbo,naiveBayesSMOTE,148.0,1515.0,0.0,18.0,0.011806220685659183,1.0,0.09873908143138913,0.9119681600450831,0.02332179844139236,0.03180212996016819,0.7123223432652768
within,incubatordubbo,naiveBayesrandomover,401.0,1262.0,0.0,18.0,0.014509359746558736,1.0,0.24932375316990701,0.7613834883065652,0.02856930739832811,0.05640894872756055,0.7108181227905634
within,incubatordubbo,naiveBayes,1663.0,0.0,18.0,0.0,0.0,0.0,0.9892927585235277,0.0,0.0,0.0,0.7093337421542458
within,incubatordubbo,naiveBayesADASYN,765.0,898.0,1.0,17.0,0.018445329865573932,0.95,0.46516272189349117,0.544354043392505,0.0361539369240945,0.08347445780477841,0.702139095303369
within,incubatordubbo,decisionTreeBorderlineSMOTE,1655.0,8.0,9.0,9.0,0.5,0.55,0.9898915187376727,0.010108481262327416,0.5033333333333332,0.5092169331224832,0.845939145804776
within,incubatordubbo,decisionTreeSMOTE,1655.0,8.0,6.0,12.0,0.7,0.7,0.9916701887855733,0.011894195548041702,0.6633333333333333,0.6773831161459316,0.8715379481999858
within,incubatordubbo,decisionTreerandomover,1652.0,11.0,7.0,11.0,0.6,0.65,0.9892927585235277,0.013088193857424626,0.5633333333333334,0.5883883735721569,0.8219951662939181
within,incubatordubbo,decisionTree,1651.0,12.0,5.0,13.0,0.65,0.75,0.9898879966187659,0.014873908143138914,0.6733333333333333,0.6818937386996561,0.8710879445927422
within,incubatordubbo,decisionTreeADASYN,1655.0,8.0,8.0,10.0,0.6416666666666667,0.55,0.9904902789518173,0.010700197238658777,0.5466666666666666,0.566767601864819,0.8468436620734435
within,incubatordubbo,randomForestBorderlineSMOTE,1658.0,5.0,9.0,9.0,0.65,0.55,0.9916737109044801,0.008326289095519865,0.5666666666666667,0.5795885751691672,0.9519668494336628
within,incubatordubbo,randomForestSMOTE,1658.0,5.0,7.0,11.0,0.7666666666666666,0.65,0.9928641870949562,0.009516765285996053,0.6799999999999999,0.6904932774364291,0.9313289084481639
within,incubatordubbo,randomForestnearmissunder1,180.0,1483.0,4.0,14.0,0.009276587426030176,0.75,0.11541279233586925,0.8905325443786982,0.01831972200493096,-0.039387762750651534,0.627285188658827
within,incubatordubbo,randomForestrandomunder,1168.0,495.0,1.0,17.0,0.0362993990625813,0.95,0.7048429134967595,0.3046738517892364,0.06952160466924713,0.15026255634240498,0.9223360507899863
within,incubatordubbo,randomForestrandomover,1659.0,4.0,7.0,11.0,0.8166666666666667,0.65,0.9934594251901944,0.008921527190757958,0.6966666666666667,0.7115943386949931,0.9784665608541951
within,incubatordubbo,randomForest,1660.0,3.0,10.0,8.0,0.6166666666666666,0.45,0.9922689489997183,0.006540574809805579,0.4966666666666667,0.5119497766272821,0.9608505879806651
within,incubatordubbo,randomForestnearmissunder2,218.0,1445.0,1.0,17.0,0.01173766422335366,0.95,0.13981403212172444,0.8697027331642717,0.02317143211001265,0.023368923337744284,0.7380041122574128
within,incubatordubbo,randomForestADASYN,1658.0,5.0,7.0,11.0,0.7666666666666666,0.65,0.9928641870949562,0.009516765285996053,0.6799999999999999,0.6904932774364291,0.9480493831613881
within,incubatordubbo,randomForestnearmissunder3,476.0,1187.0,8.0,10.0,0.008184702917806985,0.6,0.2890919977458438,0.7120984784446323,0.016127995042383568,-0.02803744804899348,0.5488763436981459
within,incubatordubbo,SVMBorderlineSMOTE,1317.0,346.0,11.0,7.0,0.019705459662445145,0.45,0.7876267962806424,0.2099992955762186,0.037393550707754436,0.05155876054008277,0.7015565255032105
within,incubatordubbo,SVMSMOTE,1285.0,378.0,8.0,10.0,0.025313908840147892,0.6,0.7703648915187377,0.230832628909552,0.04835013971434497,0.08341663584564392,0.762437775052305
within,incubatordubbo,SVMrandomover,1286.0,377.0,6.0,12.0,0.0307726263674629,0.7,0.7721576500422654,0.23142082276697665,0.05867254094620304,0.10986084233865831,0.7988763436981459
within,incubatordubbo,SVM,1663.0,0.0,18.0,0.0,0.0,0.0,0.9892927585235277,0.0,0.0,0.0,0.7426556525503211
within,incubatordubbo,SVMADASYN,1316.0,347.0,7.0,11.0,0.029167469503732057,0.65,0.7894054663285432,0.21298253029022257,0.055640818873449,0.10195133122848084,0.8112257412885073
within,incubatordubbo,adaboostBorderlineSMOTE,1607.0,56.0,8.0,10.0,0.15222582972582974,0.6,0.9619258946182022,0.03926458157227388,0.23445165945165947,0.28079807081421027,0.8762517134405886
within,incubatordubbo,adaboostSMOTE,1600.0,63.0,6.0,12.0,0.18273809523809526,0.7,0.9589497041420116,0.04462172442941673,0.2749300699300699,0.33123885572589434,0.8831920496356684
within,incubatordubbo,adaboostrandomover,1599.0,64.0,6.0,12.0,0.16395604395604396,0.7,0.9583615102845873,0.04520991828684136,0.2574603174603175,0.3178576681238825,0.8955558761994084
within,incubatordubbo,adaboost,1663.0,0.0,18.0,0.0,0.0,0.0,0.9892927585235277,0.0,0.0,0.0,0.7813956424500397
within,incubatordubbo,adaboostADASYN,1618.0,45.0,6.0,12.0,0.22766233766233768,0.7,0.9696569456184839,0.03391448295294449,0.33325396825396825,0.37942252725634,0.893716182093644
